Ensemble n°,Real-Time Clock (RTC) Year,RTC Month,RTC Day,RTC Hour,RTC Minute,RTC Second,RTC Hundredths of Seconds,Beam #1 Range (cm),Beam #2 Range (cm),Beam #3 Range (cm),Beam #4 Range (cm),Beam #1/East/Stbd BT Vel (mm/s),Beam #2/North/Fwd BT Vel (mm/s),Beam #3/Upward/Vert BT Vel (mm/s),Beam #4/Error Velocity (mm/s),Beam #1 Pct Good,Beam #2 Pct Good,Beam #3 Pct Good,Beam #4 Pct Good
8773,22,10,13,15,4,58,90,280,452,303,445,94,-11,-21,-52,0,0,0,100
8774,22,10,13,15,4,59,7,276,435,303,441,15,0,12,-32768,100,0,0,0
8775,22,10,13,15,4,59,27,276,435,303,445,17,7,19,-32768,100,0,0,0
8776,22,10,13,15,4,59,47,276,435,303,441,9,17,26,-32768,100,0,0,0
8777,22,10,13,15,4,59,66,276,435,300,445,1,17,22,-32768,100,0,0,0
8778,22,10,13,15,4,59,86,276,435,303,445,-7,17,9,-32768,100,0,0,0
8779,22,10,13,15,5,0,10,276,435,303,445,3,3,-10,-32768,100,0,0,0
8780,22,10,13,15,5,0,26,280,435,303,445,-2,-9,-15,-32768,100,0,0,0
8781,22,10,13,15,5,0,46,276,435,303,445,5,-15,-11,-32768,100,0,0,0
8782,22,10,13,15,5,0,66,280,482,303,441,19,-7,-9,-12,0,0,0,100
8783,22,10,13,15,5,0,86,273,482,303,445,17,-11,-4,-10,0,0,0,100
8784,22,10,13,15,5,1,6,280,478,303,445,25,-8,-7,-19,0,0,0,100
8785,22,10,13,15,5,1,30,276,445,303,445,-5,-6,0,-32768,100,0,0,0
8786,22,10,13,15,5,1,46,276,435,303,445,-19,-7,-5,-32768,100,0,0,0
8787,22,10,13,15,5,1,66,276,438,303,445,-20,-11,-24,-32768,100,0,0,0
8788,22,10,13,15,5,1,86,276,438,303,441,-19,-16,-31,-32768,100,0,0,0
8789,22,10,13,15,5,2,6,273,502,307,445,-47,-16,-17,20,0,0,0,100
8790,22,10,13,15,5,2,26,273,505,307,445,-66,-5,10,37,0,0,0,100
8791,22,10,13,15,5,2,49,273,505,307,445,-52,0,27,37,0,0,0,100
8792,22,10,13,15,5,2,66,273,502,303,445,-29,0,25,24,0,0,0,100
8793,22,10,13,15,5,2,86,276,445,307,448,17,-9,3,-32768,100,0,0,0
8794,22,10,13,15,5,3,6,273,445,307,445,9,2,7,-32768,100,0,0,0
8795,22,10,13,15,5,3,26,280,445,307,448,17,-3,9,-32768,100,0,0,0
8796,22,10,13,15,5,3,46,276,441,307,441,38,-14,11,-32768,100,0,0,0
8797,22,10,13,15,5,3,69,276,441,307,441,31,-6,19,-32768,100,0,0,0
8798,22,10,13,15,5,3,86,276,438,303,441,28,-9,14,-32768,100,0,0,0
8799,22,10,13,15,5,4,6,276,438,303,438,9,0,12,-32768,100,0,0,0
8800,22,10,13,15,5,4,26,276,438,303,438,-5,8,11,-32768,100,0,0,0
8801,22,10,13,15,5,4,45,276,438,303,441,-15,9,4,-32768,100,0,0,0
8802,22,10,13,15,5,4,65,276,441,300,441,-18,3,-3,-32768,100,0,0,0
8803,22,10,13,15,5,4,89,276,438,303,441,-8,-11,-9,-32768,100,0,0,0
8804,22,10,13,15,5,5,5,276,438,303,441,-9,-12,-12,-32768,100,0,0,0
8805,22,10,13,15,5,5,25,276,438,307,441,-10,-15,-13,-32768,100,0,0,0
8806,22,10,13,15,5,5,45,276,441,303,441,-3,-15,-16,-32768,100,0,0,0
8807,22,10,13,15,5,5,65,276,441,307,441,-5,-18,-12,-32768,100,0,0,0
8808,22,10,13,15,5,5,85,276,445,307,445,-7,-3,-2,-32768,100,0,0,0
8809,22,10,13,15,5,6,9,276,445,307,445,-5,4,8,-32768,100,0,0,0
8810,22,10,13,15,5,6,25,276,441,307,441,17,-3,10,-32768,100,0,0,0
8811,22,10,13,15,5,6,45,276,441,307,441,24,-4,13,-32768,100,0,0,0
8812,22,10,13,15,5,6,65,276,438,303,441,23,-2,14,-32768,100,0,0,0
8813,22,10,13,15,5,6,85,276,438,300,441,13,-1,9,-32768,100,0,0,0
8814,22,10,13,15,5,7,5,276,438,303,441,8,-4,1,-32768,100,0,0,0
8815,22,10,13,15,5,7,28,276,438,303,441,6,-11,-10,-32768,100,0,0,0
8816,22,10,13,15,5,7,45,276,438,303,441,-4,-18,-17,-32768,100,0,0,0
8817,22,10,13,15,5,7,65,276,441,307,441,-5,-18,-24,-32768,100,0,0,0
8818,22,10,13,15,5,7,85,276,445,307,445,2,-27,-26,-32768,100,0,0,0
8819,22,10,13,15,5,8,5,276,505,307,445,-18,-22,-13,15,0,0,0,100
8820,22,10,13,15,5,8,25,276,475,307,445,20,-21,-9,-6,0,0,0,100
8821,22,10,13,15,5,8,48,276,505,307,441,7,-8,10,2,0,0,0,100
8822,22,10,13,15,5,8,65,276,512,307,441,109,13,-6,-79,0,0,0,100
8823,22,10,13,15,5,8,85,276,512,307,441,139,33,-11,-113,0,0,0,100
8824,22,10,13,15,5,9,5,276,438,307,441,-21,27,24,-32768,100,0,0,0
8825,22,10,13,15,5,9,25,276,438,307,441,-24,26,15,-32768,100,0,0,0
8826,22,10,13,15,5,9,44,276,438,307,441,-34,27,12,-32768,100,0,0,0
8827,22,10,13,15,5,9,68,276,441,307,445,-31,22,6,-32768,100,0,0,0
8828,22,10,13,15,5,9,84,276,512,303,441,88,30,-20,-82,0,0,0,100
8829,22,10,13,15,5,10,4,276,512,307,441,95,22,-21,-90,0,0,0,100
8830,22,10,13,15,5,10,24,280,502,307,445,-13,7,7,5,0,0,0,100
8831,22,10,13,15,5,10,44,276,505,307,445,33,5,-4,-26,0,0,0,100
8832,22,10,13,15,5,10,64,276,502,307,445,-13,7,3,-2,0,0,0,100
8833,22,10,13,15,5,10,88,276,502,307,445,-19,6,-4,1,0,0,0,100
8834,22,10,13,15,5,11,4,276,475,303,448,43,-5,-27,-37,0,0,0,100
8835,22,10,13,15,5,11,24,273,495,307,445,-36,6,-1,9,0,0,0,100
8836,22,10,13,15,5,11,44,273,492,307,445,-42,12,9,16,0,0,0,100
8837,22,10,13,15,5,11,64,273,492,307,445,-34,13,18,17,0,0,0,100
8838,22,10,13,15,5,11,84,280,492,307,445,-29,19,22,15,0,0,0,100
8839,22,10,13,15,5,12,7,276,492,303,445,-18,23,22,5,0,0,0,100
8840,22,10,13,15,5,12,24,273,475,307,445,33,18,5,-27,0,0,0,100
8841,22,10,13,15,5,12,44,276,475,303,445,62,17,-5,-45,0,0,0,100
8842,22,10,13,15,5,12,64,276,505,303,448,5,7,3,-5,0,0,0,100
8843,22,10,13,15,5,12,84,276,505,307,448,12,2,-3,-10,0,0,0,100
8844,22,10,13,15,5,13,4,276,475,303,448,61,-4,-21,-43,0,0,0,100
8845,22,10,13,15,5,13,27,276,502,303,448,-58,-4,12,39,0,0,0,100
8846,22,10,13,15,5,13,44,273,492,303,448,-14,-3,0,11,0,0,0,100
8847,22,10,13,15,5,13,64,280,492,303,448,-19,-5,2,12,0,0,0,100
8848,22,10,13,15,5,13,84,280,492,303,448,-17,-1,7,10,0,0,0,100
8849,22,10,13,15,5,14,4,276,492,303,445,-16,14,15,2,0,0,0,100
8850,22,10,13,15,5,14,24,276,475,303,448,6,0,3,-2,0,0,0,100
8851,22,10,13,15,5,14,47,280,475,307,448,15,0,-4,-10,0,0,0,100
8852,22,10,13,15,5,14,63,276,475,307,448,14,2,-9,-9,0,0,0,100
8853,22,10,13,15,5,14,83,276,492,307,445,-34,16,4,17,0,0,0,100
8854,22,10,13,15,5,15,3,276,495,307,445,-48,11,10,25,0,0,0,100
8855,22,10,13,15,5,15,23,276,495,303,438,-55,16,22,36,0,0,0,100
8856,22,10,13,15,5,15,43,280,475,307,441,25,17,13,-16,0,0,0,100
8857,22,10,13,15,5,15,67,276,512,307,445,88,9,2,-55,0,0,0,100
8858,22,10,13,15,5,15,83,276,505,303,445,35,12,12,-19,0,0,0,100
8859,22,10,13,15,5,16,3,276,505,307,445,24,14,6,-14,0,0,0,100
8860,22,10,13,15,5,16,23,276,441,307,441,-10,19,9,-32768,100,0,0,0
8861,22,10,13,15,5,16,43,276,441,303,441,-10,15,3,-32768,100,0,0,0
8862,22,10,13,15,5,16,63,276,441,303,445,-4,6,0,-32768,100,0,0,0
8863,22,10,13,15,5,16,86,276,438,307,441,-6,8,4,-32768,100,0,0,0
8864,22,10,13,15,5,17,3,276,445,307,445,-3,8,5,-32768,100,0,0,0
8865,22,10,13,15,5,17,23,276,455,307,448,0,10,6,-32768,100,0,0,0
8866,22,10,13,15,5,17,43,276,455,303,448,2,18,7,-32768,100,0,0,0
8867,22,10,13,15,5,17,63,276,455,303,445,-127,1,42,97,0,0,0,100
8868,22,10,13,15,5,17,83,276,445,303,445,3,3,4,-32768,100,0,0,0
8869,22,10,13,15,5,18,6,280,441,303,448,-5,11,8,-32768,100,0,0,0
8870,22,10,13,15,5,18,23,276,438,303,441,6,-4,-3,-32768,100,0,0,0
8871,22,10,13,15,5,18,42,280,445,303,445,-3,2,-3,-32768,100,0,0,0
8872,22,10,13,15,5,18,63,280,445,303,445,1,-6,-7,-32768,100,0,0,0
8873,22,10,13,15,5,18,82,276,455,303,448,-1,-2,-5,-32768,100,0,0,0
8874,22,10,13,15,5,19,2,276,455,303,445,5,-5,-6,-32768,100,0,0,0
8875,22,10,13,15,5,19,26,280,452,303,445,7,-3,-4,-32768,100,0,0,0
8876,22,10,13,15,5,19,42,276,452,303,448,0,4,2,-32768,100,0,0,0
8877,22,10,13,15,5,19,62,280,452,303,445,6,1,4,-32768,100,0,0,0
8878,22,10,13,15,5,19,82,280,452,303,445,6,6,4,-32768,100,0,0,0
8879,22,10,13,15,5,20,2,280,452,303,445,8,7,4,-32768,100,0,0,0
8880,22,10,13,15,5,20,22,280,445,303,445,5,3,2,-32768,100,0,0,0
8881,22,10,13,15,5,20,45,280,441,303,441,-2,8,3,-32768,100,0,0,0
8882,22,10,13,15,5,20,62,276,441,303,441,-4,3,5,-32768,100,0,0,0
8883,22,10,13,15,5,20,82,280,441,307,441,7,6,2,-32768,100,0,0,0
8884,22,10,13,15,5,21,2,280,441,303,445,1,3,3,-32768,100,0,0,0
8885,22,10,13,15,5,21,22,280,445,307,441,0,2,2,-32768,100,0,0,0
8886,22,10,13,15,5,21,42,280,441,307,441,0,2,0,-32768,100,0,0,0
8887,22,10,13,15,5,21,65,280,441,307,441,2,0,-2,-32768,100,0,0,0
8888,22,10,13,15,5,21,82,280,441,307,441,5,3,-1,-32768,100,0,0,0
8889,22,10,13,15,5,22,2,280,441,307,441,-2,0,3,-32768,100,0,0,0
8890,22,10,13,15,5,22,22,280,438,307,441,9,0,0,-32768,100,0,0,0
8891,22,10,13,15,5,22,42,280,452,307,441,2,0,2,-32768,100,0,0,0
8892,22,10,13,15,5,22,62,276,452,307,441,7,4,0,-32768,100,0,0,0
8893,22,10,13,15,5,22,85,273,452,307,441,0,5,4,-32768,100,0,0,0
8894,22,10,13,15,5,23,2,273,452,307,441,-3,3,0,-32768,100,0,0,0
8895,22,10,13,15,5,23,22,273,452,307,441,-4,6,0,-32768,100,0,0,0
8896,22,10,13,15,5,23,42,280,452,307,441,-7,8,3,-32768,100,0,0,0
8897,22,10,13,15,5,23,61,280,452,307,441,0,8,2,-32768,100,0,0,0
8898,22,10,13,15,5,23,81,280,452,307,441,-6,9,3,-32768,100,0,0,0
8899,22,10,13,15,5,24,5,280,441,307,441,-3,6,3,-32768,100,0,0,0
8900,22,10,13,15,5,24,21,280,452,307,441,0,7,3,-32768,100,0,0,0
8901,22,10,13,15,5,24,41,280,502,307,441,40,7,-8,-29,0,0,0,100
8902,22,10,13,15,5,24,61,280,502,307,441,33,7,-6,-27,0,0,0,100
8903,22,10,13,15,5,24,81,280,452,307,441,-7,3,4,-32768,100,0,0,0
8904,22,10,13,15,5,25,1,276,502,307,441,30,5,-6,-26,0,0,0,100
8905,22,10,13,15,5,25,25,280,502,307,441,28,2,-7,-23,0,0,0,100
8906,22,10,13,15,5,25,41,276,441,307,441,-6,3,2,-32768,100,0,0,0
8907,22,10,13,15,5,25,61,273,441,307,441,-2,7,0,-32768,100,0,0,0
8908,22,10,13,15,5,25,81,273,452,307,441,0,4,0,-32768,100,0,0,0
8909,22,10,13,15,5,26,1,273,452,307,441,-3,7,3,-32768,100,0,0,0
8910,22,10,13,15,5,26,21,273,452,307,441,1,11,7,-32768,100,0,0,0
8911,22,10,13,15,5,26,44,280,452,307,441,2,8,7,-32768,100,0,0,0
8912,22,10,13,15,5,26,61,280,452,307,441,-7,7,10,-32768,100,0,0,0
8913,22,10,13,15,5,26,81,280,452,307,441,-5,9,7,-32768,100,0,0,0
8914,22,10,13,15,5,27,1,280,452,307,441,-4,7,5,-32768,100,0,0,0
8915,22,10,13,15,5,27,21,280,452,307,441,-2,5,3,-32768,100,0,0,0
8916,22,10,13,15,5,27,41,280,452,307,441,-7,3,2,-32768,100,0,0,0
8917,22,10,13,15,5,27,64,280,452,307,441,-7,2,2,-32768,100,0,0,0
8918,22,10,13,15,5,27,81,276,452,307,441,0,1,0,-32768,100,0,0,0
8919,22,10,13,15,5,28,1,276,441,307,441,0,4,2,-32768,100,0,0,0
8920,22,10,13,15,5,28,21,273,452,307,441,0,5,3,-32768,100,0,0,0
8921,22,10,13,15,5,28,40,273,452,307,441,3,4,4,-32768,100,0,0,0
8922,22,10,13,15,5,28,60,280,452,307,441,3,4,4,-32768,100,0,0,0
8923,22,10,13,15,5,28,84,280,452,307,441,3,3,6,-32768,100,0,0,0
8924,22,10,13,15,5,29,0,280,452,307,445,0,0,7,-32768,100,0,0,0
8925,22,10,13,15,5,29,20,280,441,307,441,0,5,4,-32768,100,0,0,0
8926,22,10,13,15,5,29,40,273,441,303,441,-14,8,5,-32768,100,0,0,0
8927,22,10,13,15,5,29,60,280,0,307,441,-27,12,2,-32768,100,0,0,0
8928,22,10,13,15,5,29,80,275,441,307,441,-10,-6,-17,-32768,100,0,0,0
8929,22,10,13,15,5,30,4,276,441,307,445,-20,-10,-17,-32768,100,0,0,0
8930,22,10,13,15,5,30,20,276,441,310,445,-5,-18,-20,-32768,100,0,0,0
8931,22,10,13,15,5,30,40,276,441,310,445,-1,-18,-10,-32768,100,0,0,0
8932,22,10,13,15,5,30,60,276,468,310,445,36,-13,-8,-23,0,0,0,100
8933,22,10,13,15,5,30,80,276,468,310,445,78,-13,-29,-55,0,0,0,100
8934,22,10,13,15,5,31,0,273,468,307,445,40,-24,-32,-24,0,0,0,100
8935,22,10,13,15,5,31,23,273,475,307,448,-89,-9,2,56,0,0,0,100
8936,22,10,13,15,5,31,40,276,499,310,448,15,8,-18,-23,0,0,0,100
8937,22,10,13,15,5,31,60,276,0,310,448,-20,12,8,-32768,100,0,0,0
8938,22,10,13,15,5,31,80,278,0,312,450,6,-6,4,-32768,100,0,0,0
8939,22,10,13,15,5,32,1,280,0,310,450,15,-9,6,-32768,100,0,0,0
8940,22,10,13,15,5,32,20,281,0,310,450,13,-5,5,-32768,100,0,0,0
8941,22,10,13,15,5,32,44,281,499,310,450,42,-4,-6,-24,0,0,0,100
8942,22,10,13,15,5,32,61,280,499,307,445,22,-8,-6,-13,0,0,0,100
8943,22,10,13,15,5,32,80,280,499,307,445,16,-10,-6,-6,0,0,0,100
8944,22,10,13,15,5,33,0,273,499,307,445,12,-12,-3,0,0,0,0,100
8945,22,10,13,15,5,33,20,276,492,307,445,24,-10,-6,-18,0,0,0,100
8946,22,10,13,15,5,33,40,273,492,307,445,26,-12,-6,-14,0,0,0,100
8947,22,10,13,15,5,33,63,273,492,307,445,12,-18,-4,-3,0,0,0,100
8948,22,10,13,15,5,33,79,276,475,307,445,-95,-22,26,80,0,0,0,100
8949,22,10,13,15,5,33,99,276,475,307,445,-86,-28,20,71,0,0,0,100
8950,22,10,13,15,5,34,19,276,475,307,445,-77,-30,18,71,0,0,0,100
8951,22,10,13,15,5,34,39,276,475,310,445,-108,-29,27,95,0,0,0,100
8952,22,10,13,15,5,34,59,276,475,307,445,19,-27,-9,-32768,100,0,0,0
8953,22,10,13,15,5,34,83,276,505,310,441,2,-17,-1,6,0,0,0,100
8954,22,10,13,15,5,34,99,276,475,307,445,-82,-14,22,67,0,0,0,100
8955,22,10,13,15,5,35,19,276,475,307,445,-67,-12,20,52,0,0,0,100
8956,22,10,13,15,5,35,39,273,475,307,445,-47,-3,19,35,0,0,0,100
8957,22,10,13,15,5,35,59,276,475,307,445,-17,-11,8,18,0,0,0,100
8958,22,10,13,15,5,35,79,276,505,307,445,-6,-19,5,13,0,0,0,100
8959,22,10,13,15,5,36,2,276,505,307,445,-17,-14,6,20,0,0,0,100
8960,22,10,13,15,5,36,19,276,502,307,445,-50,-3,13,35,0,0,0,100
8961,22,10,13,15,5,36,39,280,492,303,445,-28,-6,6,19,0,0,0,100
8962,22,10,13,15,5,36,59,280,492,303,445,-13,-8,3,11,0,0,0,100
8963,22,10,13,15,5,36,79,276,492,303,445,1,-3,3,-2,0,0,0,100
8964,22,10,13,15,5,36,99,273,475,307,445,-50,-1,20,29,0,0,0,100
8965,22,10,13,15,5,37,22,273,475,307,445,-37,3,17,21,0,0,0,100
8966,22,10,13,15,5,37,39,273,475,307,445,-20,3,11,8,0,0,0,100
8967,22,10,13,15,5,37,59,273,475,307,445,2,-1,6,-5,0,0,0,100
8968,22,10,13,15,5,37,79,276,475,307,445,31,-4,-4,-24,0,0,0,100
8969,22,10,13,15,5,37,99,273,475,303,445,61,-6,-12,-41,0,0,0,100
8970,22,10,13,15,5,38,18,273,475,303,438,109,-7,-27,-74,0,0,0,100
8971,22,10,13,15,5,38,42,273,475,303,445,162,-1,-39,-111,0,0,0,100
8972,22,10,13,15,5,38,58,273,475,303,438,194,4,-46,-132,0,0,0,100
8973,22,10,13,15,5,38,78,273,475,303,438,210,8,-49,-145,0,0,0,100
8974,22,10,13,15,5,38,98,273,475,303,435,207,5,-48,-143,0,0,0,100
8975,22,10,13,15,5,39,18,273,475,303,438,185,-2,-47,-125,0,0,0,100
8976,22,10,13,15,5,39,38,273,475,303,435,149,-4,-41,-99,0,0,0,100
8977,22,10,13,15,5,39,62,270,445,303,438,11,-7,-8,-32768,100,0,0,0
8978,22,10,13,15,5,39,78,270,445,307,438,9,-1,-5,-32768,100,0,0,0
8979,22,10,13,15,5,39,98,270,445,303,435,13,-4,-5,-32768,100,0,0,0
8980,22,10,13,15,5,40,18,270,475,303,438,132,-5,-37,-80,0,0,0,100
8981,22,10,13,15,5,40,38,270,475,303,435,120,-6,-29,-74,0,0,0,100
8982,22,10,13,15,5,40,58,270,441,303,435,28,-13,-5,-32768,100,0,0,0
8983,22,10,13,15,5,40,81,270,441,303,438,12,0,5,-32768,100,0,0,0
8984,22,10,13,15,5,40,98,270,475,303,435,24,-17,-4,-32768,100,0,0,0
8985,22,10,13,15,5,41,18,270,478,303,435,23,-16,-7,-32768,100,0,0,0
8986,22,10,13,15,5,41,38,270,478,303,438,7,8,-3,-32768,100,0,0,0
8987,22,10,13,15,5,41,58,270,441,303,435,12,-13,-8,-32768,100,0,0,0
8988,22,10,13,15,5,41,78,270,441,303,438,0,11,0,-32768,100,0,0,0
8989,22,10,13,15,5,42,1,273,441,303,435,6,-8,-1,-32768,100,0,0,0
8990,22,10,13,15,5,42,18,273,441,303,438,-2,10,6,-32768,100,0,0,0
8991,22,10,13,15,5,42,38,273,441,303,438,-4,11,8,-32768,100,0,0,0
8992,22,10,13,15,5,42,58,273,445,303,435,7,6,3,-32768,100,0,0,0
8993,22,10,13,15,5,42,77,276,445,303,435,12,9,0,-32768,100,0,0,0
8994,22,10,13,15,5,42,97,273,445,303,435,6,2,1,-32768,100,0,0,0
8995,22,10,13,15,5,43,21,273,445,303,435,0,2,2,-32768,100,0,0,0
8996,22,10,13,15,5,43,37,273,445,303,435,4,11,-1,-32768,100,0,0,0
8997,22,10,13,15,5,43,57,273,445,303,441,9,10,0,-32768,100,0,0,0
8998,22,10,13,15,5,43,77,273,445,307,441,-3,-2,5,-32768,100,0,0,0
8999,22,10,13,15,5,43,97,270,445,307,431,18,1,-7,-32768,100,0,0,0
9000,22,10,13,15,5,44,17,273,445,307,435,-4,4,2,-32768,100,0,0,0
9001,22,10,13,15,5,44,41,276,445,307,431,-18,30,8,-32768,100,0,0,0
9002,22,10,13,15,5,44,57,276,445,303,431,-39,38,20,-32768,100,0,0,0
9003,22,10,13,15,5,44,77,276,445,307,431,-41,48,25,-32768,100,0,0,0
9004,22,10,13,15,5,44,97,276,445,303,435,-25,31,18,-32768,100,0,0,0
9005,22,10,13,15,5,45,17,276,445,303,435,-21,29,19,-32768,100,0,0,0
9006,22,10,13,15,5,45,37,273,445,303,435,-25,34,18,-32768,100,0,0,0
9007,22,10,13,15,5,45,60,273,445,303,431,-43,44,22,-32768,100,0,0,0
9008,22,10,13,15,5,45,77,273,445,307,435,-22,26,8,-32768,100,0,0,0
9009,22,10,13,15,5,45,97,276,0,307,435,-24,25,9,-32768,100,0,0,0
9010,22,10,13,15,5,46,17,276,0,308,436,-44,40,21,-32768,100,0,0,0
9011,22,10,13,15,5,46,37,275,0,308,433,20,-20,-8,-32768,100,0,0,0
9012,22,10,13,15,5,46,57,276,0,308,433,50,-35,-19,-32768,100,0,0,0
9013,22,10,13,15,5,46,81,276,0,308,433,49,-47,-20,-32768,100,0,0,0
9014,22,10,13,15,5,46,97,276,0,308,430,98,-80,-44,-32768,100,0,0,0
9015,22,10,13,15,5,47,17,275,0,308,431,74,-67,-37,-32768,100,0,0,0
9016,22,10,13,15,5,47,37,278,0,308,431,66,-63,-37,-32768,100,0,0,0
9017,22,10,13,15,5,47,57,276,0,307,431,56,-60,-37,-32768,100,0,0,0
9018,22,10,13,15,5,47,77,278,0,307,430,59,-62,-37,-32768,100,0,0,0
9019,22,10,13,15,5,48,1,276,0,310,430,56,-62,-39,-32768,100,0,0,0
9020,22,10,13,15,5,48,17,276,0,310,430,47,-59,-40,-32768,100,0,0,0
9021,22,10,13,15,5,48,37,278,0,308,435,8,-27,-19,-32768,100,0,0,0
9022,22,10,13,15,5,48,57,276,505,310,443,-12,-8,-3,7,0,0,0,100
9023,22,10,13,15,5,48,77,273,505,310,448,-29,3,6,14,0,0,0,100
9024,22,10,13,15,5,48,96,273,499,310,441,-22,2,9,17,0,0,0,100
9025,22,10,13,15,5,49,19,276,499,310,441,-16,6,9,11,0,0,0,100
9026,22,10,13,15,5,49,36,273,499,307,441,-16,5,7,7,0,0,0,100
9027,22,10,13,15,5,49,56,276,499,307,448,-14,12,7,0,0,0,0,100
9028,22,10,13,15,5,49,76,276,499,307,441,-11,2,4,5,0,0,0,100
9029,22,10,13,15,5,49,96,276,499,307,448,-16,11,4,-5,0,0,0,100
9030,22,10,13,15,5,50,16,276,499,310,448,-16,9,0,2,0,0,0,100
9031,22,10,13,15,5,50,39,276,499,310,448,-19,-1,0,7,0,0,0,100
9032,22,10,13,15,5,50,56,276,499,310,448,-16,0,10,9,0,0,0,100
9033,22,10,13,15,5,50,76,276,475,310,445,-62,-10,26,53,0,0,0,100
9034,22,10,13,15,5,50,96,273,475,307,445,-25,-17,16,33,0,0,0,100
9035,22,10,13,15,5,51,16,273,475,307,445,-7,-14,2,17,0,0,0,100
9036,22,10,13,15,5,51,36,276,475,307,445,-16,-18,-5,19,0,0,0,100
9037,22,10,13,15,5,51,59,273,505,307,445,-15,-26,-12,17,0,0,0,100
9038,22,10,13,15,5,51,76,276,509,307,448,-19,-15,-7,10,0,0,0,100
9039,22,10,13,15,5,51,96,276,509,307,445,-37,-24,-4,28,0,0,0,100
9040,22,10,13,15,5,52,16,276,475,310,445,4,-19,-12,-32768,100,0,0,0
9041,22,10,13,15,5,52,36,276,475,310,445,7,-12,-4,-32768,100,0,0,0
9042,22,10,13,15,5,52,55,276,475,310,445,19,-16,-4,-32768,100,0,0,0
9043,22,10,13,15,5,52,79,276,509,310,448,-7,-9,9,14,0,0,0,100
9044,22,10,13,15,5,52,95,276,505,310,445,0,-24,9,20,0,0,0,100
9045,22,10,13,15,5,53,15,276,475,307,445,-103,-30,37,92,0,0,0,100
9046,22,10,13,15,5,53,35,276,505,307,445,6,-22,0,9,0,0,0,100
9047,22,10,13,15,5,53,55,273,505,307,445,0,-20,-12,5,0,0,0,100
9048,22,10,13,15,5,53,75,276,492,307,445,-3,-22,-22,0,0,0,0,100
9049,22,10,13,15,5,53,99,276,499,310,445,17,-19,-29,-12,0,0,0,100
9050,22,10,13,15,5,54,15,276,492,307,445,52,-20,-28,-41,0,0,0,100
9051,22,10,13,15,5,54,35,276,492,307,445,67,-12,-20,-43,0,0,0,100
9052,22,10,13,15,5,54,55,276,492,307,445,68,-17,-10,-40,0,0,0,100
9053,22,10,13,15,5,54,75,276,475,307,445,18,-22,6,-32768,100,0,0,0
9054,22,10,13,15,5,54,95,273,0,307,445,21,-27,4,-32768,100,0,0,0
9055,22,10,13,15,5,55,18,276,494,310,436,-1,-40,-1,26,0,0,0,100
9056,22,10,13,15,5,55,36,273,475,307,445,-8,-5,-2,-32768,100,0,0,0
9057,22,10,13,15,5,55,55,276,475,307,445,-10,-3,-8,-32768,100,0,0,0
9058,22,10,13,15,5,55,75,276,462,310,445,-18,-4,-2,-32768,100,0,0,0
9059,22,10,13,15,5,55,95,276,468,307,445,-10,-4,2,-32768,100,0,0,0
9060,22,10,13,15,5,56,15,276,468,307,445,-2,-10,6,-32768,100,0,0,0
9061,22,10,13,15,5,56,38,273,280,310,445,-15,-17,8,21,0,0,0,100
9062,22,10,13,15,5,56,55,278,283,308,445,-55,-4,25,30,0,0,0,100
9063,22,10,13,15,5,56,75,276,283,310,448,41,-2,-4,-35,0,0,0,100
9064,22,10,13,15,5,56,95,276,280,308,448,40,3,-3,-33,0,0,0,100
9065,22,10,13,15,5,57,15,276,283,308,443,-37,8,21,19,0,0,0,100
9066,22,10,13,15,5,57,35,276,281,312,448,20,0,6,-5,0,0,0,100
9067,22,10,13,15,5,57,59,276,283,312,448,-9,0,17,18,0,0,0,100
9068,22,10,13,15,5,57,75,273,283,312,443,16,26,19,-10,0,0,0,100
9069,22,10,13,15,5,57,95,273,468,310,443,15,13,19,-32768,100,0,0,0
9070,22,10,13,15,5,58,15,270,455,307,438,21,-10,15,-32768,100,0,0,0
9071,22,10,13,15,5,58,34,270,441,303,438,25,-10,5,-32768,100,0,0,0
9072,22,10,13,15,5,58,54,270,445,303,438,7,-9,2,-32768,100,0,0,0
9073,22,10,13,15,5,58,77,270,441,303,438,6,-10,-10,-32768,100,0,0,0
9074,22,10,13,15,5,58,94,270,448,307,435,30,-31,-24,-32768,100,0,0,0
9075,22,10,13,15,5,59,14,270,455,307,438,4,-6,-8,-32768,100,0,0,0
9076,22,10,13,15,5,59,34,270,455,307,438,10,-14,-2,-32768,100,0,0,0
9077,22,10,13,15,5,59,54,273,455,307,438,2,-3,8,-32768,100,0,0,0
9078,22,10,13,15,5,59,74,270,455,307,438,7,11,8,-32768,100,0,0,0
9079,22,10,13,15,5,59,97,270,441,303,438,6,18,12,-32768,100,0,0,0
9080,22,10,13,15,6,0,14,270,478,303,435,26,-10,-1,0,0,0,0,100
9081,22,10,13,15,6,0,34,273,478,303,435,25,-15,0,-32768,100,0,0,0
9082,22,10,13,15,6,0,54,273,441,303,441,5,0,12,-32768,100,0,0,0
9083,22,10,13,15,6,0,74,273,438,303,441,8,0,6,-32768,100,0,0,0
9084,22,10,13,15,6,0,94,270,438,303,441,0,-5,-1,-32768,100,0,0,0
9085,22,10,13,15,6,1,17,273,441,303,441,1,-7,-12,-32768,100,0,0,0
9086,22,10,13,15,6,1,34,270,441,303,441,-5,-10,-13,-32768,100,0,0,0
